"","BF","direction","sample_size"
"1",5.20882420998315,3,80
"2",29.4859715556174,3,80
"3",66.7914536181966,3,80
"4",237.86651675956,3,80
"5",120.346704536899,3,80
"6",12.5457170039901,3,80
"7",84.8027109655064,3,80
"8",0.733120320864613,2,80
"9",16.3169430570468,3,80
"10",12.3370689235894,3,80
"11",1.44016910340177,1,80
"12",2.07549546469374,1,80
"13",8.08857799506123,3,80
"14",85.904020748938,3,80
"15",23.9254793697398,3,80
"16",108.556091267108,3,80
"17",7.30208901580808,3,80
"18",18.0534390143289,3,80
"19",50.2971677545682,3,80
"20",89.5792931705984,3,80
"21",57.2145049383722,3,80
"22",115.718168213305,3,80
"23",22.9636853372627,3,80
"24",0.714710732802541,2,80
"25",6.0804166889885,3,80
"26",585.320694832727,3,80
"27",26.4513365745938,3,80
"28",2.71600186498493,1,80
"29",6.80850830304346,3,80
"30",15.088838245794,3,80
"31",117.264672307909,3,80
"32",483.913690166044,3,80
"33",0.652480555617926,2,80
"34",63.7141124175408,3,80
"35",6.30800839393577,3,80
"36",11.8668475402639,3,80
"37",71.3140579821347,3,80
"38",0.654872232565804,2,80
"39",9.99020904045477,3,80
"40",63.8496989120701,3,80
"41",41.9416306052488,3,80
"42",57.6098370308713,3,80
"43",172.79213912815,3,80
"44",369.991397259752,3,80
"45",9.64842323295821,3,80
"46",73.1584887527782,3,80
"47",53.0952717348652,3,80
"48",21.7430780055543,3,80
"49",19.86429114762,3,80
"50",80.1320450591525,3,80
"51",86.7482010886759,3,80
"52",7.37011607841447,3,80
"53",315.537747129602,3,80
"54",10.1841421850273,3,80
"55",13.3980208759322,3,80
"56",29.115733077838,3,80
"57",77.7496779954135,3,80
"58",37.5033680791696,3,80
"59",28.3379289006773,3,80
"60",128.465422145118,3,80
"61",38.9584302434251,3,80
"62",101.760592455195,3,80
"63",10.8533113542828,3,80
"64",4.14067762458135,3,80
"65",1.6981960064525,1,80
"66",73.0565751280524,3,80
"67",815.100976763596,3,80
"68",70.0176495207848,3,80
"69",34.4906759825012,3,80
"70",69.7256035136405,3,80
"71",51.473012464822,3,80
"72",105.488028936621,3,80
"73",142.880889673843,3,80
"74",193.515835915149,3,80
"75",19.4866954066575,3,80
"76",1.18779144563361,1,80
"77",155.467086437644,3,80
"78",19.3241287234601,3,80
"79",83.1363550451632,3,80
"80",142.295559325928,3,80
"81",12.264331695141,3,80
"82",22.3559854664729,3,80
"83",840.235971869877,3,80
"84",15.8558716212684,3,80
"85",40.3643777862953,3,80
"86",272.900212008666,3,80
"87",44.7909403822238,3,80
"88",475.969013983024,3,80
"89",5.65366722894654,3,80
"90",1.78741105783669,1,80
"91",1.73892876307274,1,80
"92",340.782883500686,3,80
"93",0.672759657536494,2,80
"94",13.1671711343289,3,80
"95",11.2646439959566,3,80
"96",95.649111893748,3,80
"97",70.0520269370264,3,80
"98",2.14105989204998,1,80
"99",436.581662912282,3,80
"100",14.7826566556756,3,80
"101",18.9394590343485,3,80
"102",156.305653946202,3,80
"103",0.186734874469116,4,80
"104",25.8115527773074,3,80
"105",121.044022764683,3,80
"106",52.2007011333112,3,80
"107",4.93497189031058,3,80
"108",88.9107007818347,3,80
"109",658.220290621648,3,80
"110",16.0612636647421,3,80
"111",59.4934186282952,3,80
"112",3.66694497178427,3,80
"113",12.6069068361355,3,80
"114",38.146706328537,3,80
"115",117.194568251989,3,80
"116",2.26691258861309,1,80
"117",25.4931332424032,3,80
"118",12.9877281738138,3,80
"119",46.8233569491584,3,80
"120",14.087153512535,3,80
"121",46.7219377762636,3,80
"122",159.125698064867,3,80
"123",0.455435916005271,2,80
"124",3.8049632922063,3,80
"125",38.2280355596169,3,80
"126",40.6944575735558,3,80
"127",5.99876450687433,3,80
"128",23.0438047259108,3,80
"129",59.9522543511178,3,80
"130",4.97460477382658,3,80
"131",7.99766931093739,3,80
"132",0.833663061699777,2,80
"133",82.9106636497133,3,80
"134",27.0671168953229,3,80
"135",86.6906477248114,3,80
"136",3.36212806887065,3,80
"137",43.6139950708517,3,80
"138",148.733537492979,3,80
"139",16.6614692322712,3,80
"140",66.4535155193488,3,80
"141",121.511862637784,3,80
"142",56.6523193444689,3,80
"143",1.73479731036128,1,80
"144",26.5695482736418,3,80
"145",137.619709096877,3,80
"146",8.97421354547513,3,80
"147",2.38210375653273,1,80
"148",0.839842282936105,2,80
"149",24.2589589714753,3,80
"150",0.0891900794857716,4,80
"151",66.8187321071276,3,80
"152",48.4134972500664,3,80
"153",50.866011680061,3,80
"154",13.8144285035772,3,80
"155",1.5142508703363,1,80
"156",2.04119718689888,1,80
"157",0.00247023563000114,4,80
"158",18.2371694040211,3,80
"159",68.3485040398108,3,80
"160",1.25493246510362,1,80
"161",7.4063266234832,3,80
"162",14.8802491392822,3,80
"163",161.555165344445,3,80
"164",4.15948521388913,3,80
"165",11.62573270204,3,80
"166",130.638235725864,3,80
"167",7.56778453896959,3,80
"168",7.163864337184,3,80
"169",9.88154594807,3,80
"170",51.5480751235019,3,80
"171",52.4136076327404,3,80
"172",126.864323244096,3,80
"173",14.6207415173107,3,80
"174",37.7572306605485,3,80
"175",2.3072621853262,1,80
"176",75.7238704075257,3,80
"177",3.64232004078818,3,80
"178",10.3105232278614,3,80
"179",4.37113353649567,3,80
"180",23.0193764856441,3,80
"181",41.605535417699,3,80
"182",60.4150122881774,3,80
"183",24.0344884384903,3,80
"184",82.8572329597409,3,80
"185",40.6984322247577,3,80
"186",40.3184838215451,3,80
"187",9.37088483596098,3,80
"188",4.47483936501571,3,80
"189",53.6737575061738,3,80
"190",93.4874690676598,3,80
"191",13.4719318384244,3,80
"192",10.7528450309874,3,80
"193",14.102505178353,3,80
"194",21.2738828087799,3,80
"195",53.5730286363577,3,80
"196",427.13060858619,3,80
"197",58.3581965413384,3,80
"198",90.4476024151726,3,80
"199",3.67195491752378,3,80
"200",63.6762720399732,3,80
"201",81.8960135437635,3,80
"202",22.3122751278343,3,80
"203",26.9030559682948,3,80
"204",146.808399693239,3,80
"205",18.5728232285069,3,80
"206",27.2810131648731,3,80
"207",75.2766728101003,3,80
"208",27.2416608191026,3,80
"209",128.745766758575,3,80
"210",7.31579993216587,3,80
"211",25.7223832947055,3,80
"212",87.1337430259226,3,80
"213",6.60106638944879,3,80
"214",20.4277330443613,3,80
"215",4.53597027765213,3,80
"216",48.3837262238051,3,80
"217",88.1327368093285,3,80
"218",9.64690730150125,3,80
"219",219.032011077996,3,80
"220",110.295247181107,3,80
"221",29.5708842012573,3,80
"222",15.0993288807365,3,80
"223",35.5031500269164,3,80
"224",24.8977348002683,3,80
"225",365.944155314248,3,80
"226",59.1037685260076,3,80
"227",31.9645867124828,3,80
"228",70.4671005109331,3,80
"229",10.0186470976075,3,80
"230",93.2456619595621,3,80
"231",73.0242050239351,3,80
"232",1.69830144101079,1,80
"233",345.646557816077,3,80
"234",254.33646195193,3,80
"235",71.3309574793941,3,80
"236",14.6441436535908,3,80
"237",11.6683461476665,3,80
"238",16.8620086554667,3,80
"239",59.8238760506049,3,80
"240",71.8549364829177,3,80
"241",5.86823549032652,3,80
"242",172.464989000104,3,80
"243",103.095855767163,3,80
"244",22.061297452087,3,80
"245",72.7984757877796,3,80
"246",40.3879709681648,3,80
"247",48.9427501732962,3,80
"248",148.725121073908,3,80
"249",38.4620502920274,3,80
"250",1.11674547263836,1,80
"251",48.3576420312425,3,80
"252",17.1298988875681,3,80
"253",26.8389517235642,3,80
"254",1381.1200801896,3,80
"255",15.0863252527784,3,80
"256",12.6708735841369,3,80
"257",2.63584168455994,1,80
"258",3.08639597909623,3,80
"259",29.3852808434324,3,80
"260",2.99582076951532,1,80
"261",37.5727359968122,3,80
"262",4.77133644144178,3,80
"263",7.23843667450903,3,80
"264",18.1552664741445,3,80
"265",30.0247920206533,3,80
"266",53.1239708142039,3,80
"267",0.340152756009233,2,80
"268",133.109157506223,3,80
"269",28.4843026540139,3,80
"270",17.5261092505004,3,80
"271",309.935638197442,3,80
"272",5.89020087661224,3,80
"273",3.45378127264355,3,80
"274",60.7451972827591,3,80
"275",0.35092825315002,2,80
"276",4.15028541089459,3,80
"277",2.5164753512235,1,80
"278",24.4065335420496,3,80
"279",14.9339874729316,3,80
"280",40.6519504263997,3,80
"281",177.907797808856,3,80
"282",8.40528474700687,3,80
"283",224.752789290752,3,80
"284",40.5065238403314,3,80
"285",47.1830515617884,3,80
"286",106.947298043032,3,80
"287",11.6576231714042,3,80
"288",3.98692251420049,3,80
"289",4.28942333175391,3,80
"290",53.7521360367703,3,80
"291",204.882811409585,3,80
"292",17.6429951403347,3,80
"293",502.779563378915,3,80
"294",10.4834816761925,3,80
"295",139.229796262106,3,80
"296",109.524763441451,3,80
"297",13.6110087348759,3,80
"298",187.83911745294,3,80
"299",33.8786331238844,3,80
"300",5.98438120835855,3,80
"301",25.6496422180445,3,80
"302",16.9853652652851,3,80
"303",8.21180027325109,3,80
"304",9.36132055698365,3,80
"305",2.9184328650601,1,80
"306",227.664445197854,3,80
"307",0.960067687173966,2,80
"308",8.322474246489,3,80
"309",2.80815056148096,1,80
"310",154.509471904129,3,80
"311",1.07035533050395,1,80
"312",42.2693366839306,3,80
"313",2.41099922479223,1,80
"314",1083.26637854694,3,80
"315",4.13887370294332,3,80
"316",42.4198715353977,3,80
"317",217.436897818397,3,80
"318",6.9200447223265,3,80
"319",28.8715809107898,3,80
"320",16.4909700447155,3,80
"321",180.123913738644,3,80
"322",68.1985126463473,3,80
